Soil_pH,N,P,K,Temperature,Rainfall,Crop,Recommended_Fertilizer
5.25,115,72,26,31.77,458.68,6,MOP
7.87,102,58,21,10.8,2542.43,5,MOP
7.53,125,47,83,31.7,2832.95,2,NPK
4.87,151,83,99,13.47,2922.37,4,Compost
6.52,118,56,23,34.39,1565.34,3,MOP
6.73,127,69,101,14.65,2130.9,6,MOP
5.24,68,44,15,19.83,2555.67,3,MOP
7.8,114,78,40,10.63,333.35,4,MOP
5.09,135,83,21,39.17,2900.33,0,MOP
8.21,130,52,34,19.19,2557.6,1,MOP
6.35,90,53,27,29.01,336.38,5,MOP
5.94,145,89,88,11.94,1202.06,2,NPK
7.36,92,51,13,23.94,2842.64,6,MOP
5.58,78,44,115,13.79,1911.23,5,NPK
5.09,116,87,12,20.63,2873.23,2,MOP
7.31,116,82,112,27.31,2219.68,4,NPK
7.4,88,40,30,19.49,589.34,5,MOP
6.27,91,58,44,36.3,1814.69,4,NPK
5.85,91,84,95,36.22,1744.87,3,NPK
5.67,143,55,32,33.7,2710.86,3,MOP
4.65,142,50,108,13.92,1919.9,5,Compost
5.25,69,73,92,28.47,2486.47,5,Compost
5.17,128,73,25,39.04,290.19,6,MOP
7.26,61,65,110,18.35,1269.15,1,MOP
6.19,72,56,86,13.97,2824.04,2,Compost
4.76,126,42,43,22.99,2273.58,3,Compost
6.73,79,43,14,35.02,457.36,5,MOP
4.87,97,63,26,22.61,1026.63,3,MOP
6.57,114,67,105,17.99,1612.07,3,NPK
7.84,93,83,39,11.22,1692.07,1,MOP
7.04,122,75,51,13.94,1445,1,MOP
6.66,73,61,31,18.85,246.31,0,MOP
5.25,130,70,22,11.62,1290.93,2,MOP
5.29,131,44,23,23.48,1104.4,5,MOP
6.79,114,73,116,35.92,1970.49,3,NPK
6.47,88,80,92,24.9,1538.49,2,NPK
5.74,121,66,36,26.07,1983.27,2,MOP
6.54,114,49,32,29.79,1653.63,4,MOP
7.48,79,77,116,35.31,2923.31,3,Compost
7.93,127,77,22,16.03,1531.05,2,MOP
5.93,82,54,44,24.33,792.23,6,MOP
6.25,140,80,113,39.08,873.26,6,NPK
6.22,140,42,17,31.39,1857.69,5,MOP
4.64,146,87,44,11.71,1802.65,1,Compost
5.53,92,87,78,25.05,546.55,0,NPK
5.16,73,53,55,15.45,627.36,3,Compost
4.57,125,44,30,26.89,552.83,4,MOP
6.77,70,42,93,23.35,1055.01,4,NPK
8.1,150,86,38,23.68,863.37,2,MOP
8.38,96,77,27,10.07,2244.65,5,MOP
7.04,147,53,12,21.12,621.87,6,MOP
4.84,65,47,106,30.27,1811.7,5,Compost
6.93,85,50,28,33.52,2147.76,5,MOP
5.24,94,54,32,32.43,1093.38,0,MOP
7.01,154,57,93,12.6,2892.1,2,MOP
4.72,89,75,105,20.54,576.58,4,Compost
5.21,85,79,63,10.14,2599.22,0,Compost
6.69,115,57,108,27.3,2807.25,4,NPK
4.53,130,84,97,30.63,757.66,3,Compost
7.86,126,79,25,11.44,1847.8,5,MOP
4.99,107,56,14,14.09,2308.96,2,MOP
5.06,135,70,19,25.14,2102.64,1,MOP
4.81,153,79,79,34.9,2864.45,6,Compost
5.38,107,66,102,26.5,1107.88,2,Compost
7.26,100,73,34,23.39,2062.42,1,MOP
5.81,145,88,35,28.83,1135.43,6,MOP
4.93,119,67,50,23.75,237.21,2,Compost
5.66,86,75,110,15.25,2914.8,5,NPK
8.34,89,61,33,32.62,1371.33,3,MOP
7.61,104,76,82,35.28,2128.52,2,Compost
6.24,63,66,103,25.91,2818.33,0,NPK
6.01,148,78,16,15.09,1360.08,2,MOP
7.49,116,85,110,31.63,1948.48,6,Compost
7.52,139,64,82,14.84,1819.38,6,MOP
7.64,115,60,60,11.15,2994.36,0,MOP
5.19,109,76,80,11.77,2766.43,5,Compost
4.95,111,49,25,35.66,2469.63,3,MOP
5.94,84,82,70,25.25,2115.69,3,NPK
6.62,120,41,44,39.73,1154.57,5,NPK
5.12,117,70,53,15.34,1622.92,3,Compost
5.5,145,49,108,28.31,506.03,4,Compost
6.39,123,48,15,28.5,2069.72,6,MOP
4.61,70,72,89,13.5,2881.69,3,Compost
4.87,116,64,65,29.02,274.77,3,Compost
7.24,71,49,17,36.9,1164.69,3,MOP
7.28,142,48,29,29.07,1752.65,2,MOP
6.25,66,71,70,28.39,2880.37,6,Compost
5.17,96,51,55,12.67,2863.94,0,Compost
5.56,121,40,33,16.46,682,0,MOP
8.21,136,84,25,31.06,2177.49,3,MOP
5.98,154,57,10,13.53,1683.76,3,MOP
4.72,105,65,91,32.37,1572.35,1,Compost
8.22,66,85,30,31.19,1819.39,3,MOP
7.69,76,69,100,26.61,1377.6,5,MOP
5.83,141,65,58,21.38,671.19,3,Compost
6.48,144,89,21,27.74,605.07,4,MOP
8.28,157,48,31,30.46,2117.66,1,MOP
5.47,96,53,32,30.75,666.93,5,MOP
7.93,97,62,17,29.17,1710.37,6,MOP
6.73,66,46,47,25.39,392.2,1,Compost
7.95,138,65,19,30.26,1235.05,2,MOP
7.82,66,68,39,37.21,1464.61,2,MOP
8.16,148,44,14,35.95,605.17,3,MOP
5.71,65,75,78,12.09,2498.98,1,NPK
6.38,79,41,66,30.09,1864.03,1,MOP
8,77,73,30,29.61,2869.49,4,MOP
5.38,129,46,36,34.39,278.13,5,MOP
4.91,150,50,101,35.79,1981.62,0,Compost
6.1,118,78,107,18.05,617.24,2,Compost
5.26,149,71,59,34.37,2089.92,3,Compost
5.93,127,87,53,19.37,2470.63,2,NPK
6.9,79,85,37,15.65,1731.77,2,MOP
6.12,59,43,46,30.82,1814.93,3,Urea
6.22,23,13,45,38.78,1578.47,6,Urea
5.41,40,60,65,16.32,2617.51,2,Urea
5.08,55,67,45,22.55,1474.9,5,Urea
8.23,36,28,52,17.99,1776.32,1,Urea
7.62,137,59,116,22.28,653.55,0,Urea
7.19,103,56,41,21.65,2723.04,1,NPK
5.11,76,66,108,17.61,1643.23,4,Compost
5.03,118,40,79,22.86,2874.67,3,Compost
5.32,52,61,67,35.86,1272.56,1,Urea
7.57,45,88,61,38.95,2876.29,5,Urea
5.68,107,55,79,21.32,2937.35,3,NPK
4.59,43,16,98,16.27,564.1,3,Urea
8.28,50,58,37,37.44,549.84,0,Urea
5.18,46,32,112,14.33,1385.83,4,Urea
4.54,68,50,74,18.92,1358.9,5,Compost
5.44,35,40,89,26.97,515.43,4,Urea
6.19,128,56,29,22.26,2317.72,0,MOP
6.14,140,47,85,39.87,424.82,2,Urea
6.72,28,54,71,19.36,2192.46,5,Urea
4.71,32,68,108,19.08,2272.17,1,Urea
5.25,37,18,100,14.53,1837.06,5,Urea
6.39,64,71,103,34.3,861.43,5,NPK
6.47,51,49,76,11.72,2464.96,4,Urea
4.57,26,67,61,34.96,499.03,5,Urea
5.09,39,75,44,31.48,2928.51,5,Urea
6.01,141,78,71,11.04,2381.53,4,NPK
5.41,33,87,38,12.27,2968.16,3,Urea
6.19,28,36,39,30.37,2128.44,4,Urea
5.8,112,87,62,12.65,1839.19,5,NPK
5.03,35,40,100,21.79,1811.15,1,Urea
6.46,155,45,31,30.47,228.16,1,MOP
7.49,98,48,69,12.8,927.94,6,NPK
4.94,133,59,58,35.7,2261.62,1,Compost
4.57,43,20,16,28.25,2713.09,0,Urea
4.63,155,83,55,15.67,2888.57,3,Compost
6.43,20,25,20,12.75,2634.67,5,Urea
5.69,93,60,25,20.65,1748.78,1,MOP
6.91,121,48,66,13.63,1234.59,2,MOP
6.32,50,32,45,24.27,2716.62,2,Urea
6.13,96,74,60,22.18,2525.81,5,Urea
6.49,81,58,31,22.82,2381.21,5,MOP
4.66,54,70,113,38.3,2379.57,0,Urea
8.07,41,63,46,20.47,2576.79,0,Urea
5.23,153,81,44,26.15,2498.91,4,Compost
4.98,31,33,47,35.27,2482.12,1,Urea
5.07,150,58,115,20.47,2048.88,5,Compost
7.14,119,46,64,12.54,1482.7,6,NPK
7.51,27,12,97,37.9,2507.77,1,Urea
6.3,42,70,43,12.14,944.73,5,Urea
6.95,62,52,108,30.67,1216.84,0,NPK
7.25,43,82,20,26.9,1760.09,4,Urea
6.55,150,74,88,29.57,2957.86,1,MOP
7.08,159,76,118,12.12,554.05,0,Compost
7.08,130,73,30,17.4,1925.71,0,MOP
6.95,65,41,37,16.41,2570.46,2,MOP
7.38,101,77,116,13.79,2593.67,5,MOP
7.07,77,69,111,17.94,925.54,4,Urea
7.23,44,36,69,38.49,2398.05,2,Urea
5.47,93,76,74,18.15,595.81,1,Compost
4.51,63,50,96,11.99,2959.51,1,Compost
6.86,111,52,13,24.29,2224.76,4,MOP
5.31,85,57,79,23.42,356.53,0,Compost
4.78,41,34,89,28.66,2516.68,1,Urea
7.59,106,76,19,26.07,414.53,4,MOP
5.5,128,86,44,16.6,775.1,1,MOP
7.25,60,65,19,11.64,1129.42,1,MOP
6.38,142,68,85,20.87,942.29,1,Urea
5.64,102,63,100,12.33,1936.84,6,MOP
8.08,67,56,34,16.23,550.32,4,MOP
7.95,46,61,83,13.29,2178.7,1,Urea
4.6,111,55,41,14.96,2995.34,3,Compost
8.39,89,58,35,14.05,2528.71,0,MOP
6.73,40,74,77,23.35,1943.73,6,Urea
8.26,36,36,99,36.92,929.83,4,Urea
7.9,45,44,20,22.39,1538.06,6,Urea
7.87,25,39,62,21.8,2203.63,5,Urea
6.55,29,23,111,25.54,2964.61,1,Urea
7.66,100,44,41,24.22,322.95,2,MOP
5.22,150,43,68,11.85,2430.96,1,Compost
7.68,67,49,20,22.42,1313.99,2,MOP
6.46,110,69,96,38.17,1635.24,0,NPK
4.66,152,43,26,28.02,2094.77,3,MOP
7.03,26,22,66,34.3,2996.15,5,Urea
4.84,28,57,95,38.29,359.73,4,Urea
5.67,56,42,105,15.1,2290.99,0,Urea
5.02,36,76,90,15.82,2767.82,5,Urea
7.35,60,64,98,20.65,912.72,4,Urea
4.94,64,77,75,37.11,1916.28,6,Compost
6.74,92,42,52,13.44,1009.36,2,Urea
5.49,128,41,48,10.01,2144.62,6,Compost
7.69,155,61,85,17.15,2959.34,4,NPK
6.15,129,82,116,14.6,671.51,0,MOP
5.26,157,76,18,29.04,380.87,0,MOP
5.35,63,46,103,15.02,1174.53,5,Compost
6.73,67,44,21,27.51,2422.45,1,MOP
7.65,90,42,19,16.24,1579.9,2,MOP
5.76,21,63,97,15.93,2144.24,1,Urea
7.49,25,27,35,20.39,2602.86,1,Urea
8.32,29,85,92,28.78,981.06,1,Urea
7.73,51,82,86,32.45,929.51,4,Urea
5.25,21,59,65,13.24,647.07,1,Urea
5.35,40,66,95,15.44,508.83,1,Urea
5.86,150,66,57,34.98,1002.09,6,Urea
7.66,42,66,17,19.36,2092.22,0,Urea
7.4,55,72,118,28.88,2636.67,4,Urea
5.24,33,76,112,38.16,1395.85,1,Urea
8.14,34,14,107,27.12,2645.1,4,Urea
7.81,54,31,22,34.63,622.75,6,Urea
7.98,41,56,58,25.57,2478.81,0,Urea
5.59,55,58,114,32.21,2929.35,6,Urea
4.82,34,13,19,29.87,1153.75,4,Urea
7.12,115,64,37,25.51,2032.64,4,MOP
4.88,119,41,36,28.7,2119.4,4,MOP
5.78,108,75,94,26.63,1802.37,2,Compost
8.47,93,78,20,29.13,918.01,0,MOP
7.21,45,80,97,25.16,426.32,6,Urea
7.42,49,17,21,16.67,238.15,5,Urea
5.35,141,45,16,30.81,704.85,0,MOP
5.5,50,11,19,35.54,453.23,2,Urea
5.44,128,87,70,15.44,336.54,4,Compost
6.8,130,58,37,31.63,360.03,4,MOP
5.81,101,46,35,29.43,2989.33,3,MOP
7.78,21,61,102,14.83,1604.89,1,Urea
5.24,97,69,100,15.82,2723.14,3,Compost
6.36,53,51,61,14.47,1565.88,1,Urea
6.43,53,51,13,18.5,2553.77,5,Urea
4.72,146,66,115,25.72,865.65,3,Compost
8.41,38,25,31,15.19,313.26,3,Urea
6.46,63,47,13,30.96,1878.58,5,MOP
4.85,105,53,16,27.5,1417.05,1,MOP
6.87,57,47,72,30.44,652.54,0,Urea
7.54,111,54,96,23.08,1692.37,2,MOP
5.26,32,39,76,24.1,2868.55,2,Urea
7.57,115,44,39,27.65,1095.4,3,MOP
7.71,67,70,114,38.51,2138.7,4,Urea
8.25,133,87,30,21.96,1708.23,4,MOP
6.12,97,50,57,11.42,1729.13,5,MOP
6.78,76,50,116,21.72,447.64,4,NPK
7.29,41,19,76,11.34,2720.2,3,Urea
8.48,36,61,88,15.54,2024.81,2,Urea
4.55,116,41,109,34.26,2763.35,6,Compost
5.62,45,54,18,15.58,2305.04,2,Urea
5.39,60,73,95,26.75,1497.37,5,Compost
4.84,47,89,105,18.81,534.02,3,Urea
5.51,133,59,77,28.37,1913.01,1,NPK
7.02,32,30,57,20.52,1781.82,2,Urea
7.55,20,55,70,35.64,1766.36,5,Urea
8.01,108,66,14,26.98,1524.52,5,MOP
7.91,29,14,16,36.69,2676.37,5,Urea
6.83,73,40,112,29.63,2204.39,6,Urea
8.13,90,42,15,38.06,2106.11,1,MOP
7.73,69,56,38,21.22,374.72,5,MOP
4.55,25,62,90,21.77,2405.59,6,Urea
8.36,128,65,37,23.13,854.57,6,MOP
6.39,51,27,66,34.19,1817.66,4,Urea
6.08,88,59,92,18.95,2694.43,4,Urea
5.59,102,42,58,27.81,1213.03,0,Urea
5.67,21,37,117,33.28,2456.46,1,Urea
4.99,62,55,21,10.78,1539.71,5,MOP
7.72,59,81,54,12.65,1102.36,1,Urea
4.54,23,10,111,38.03,1786.38,4,Urea
5.2,124,64,106,36.31,2957.38,2,Compost
5.52,33,87,14,31.49,2030.35,4,Urea
6.45,128,65,44,22.98,1953.75,5,NPK
7.11,150,79,44,35.4,1541.85,3,NPK
4.99,40,26,40,12.38,2393.73,6,Urea
5.2,80,87,45,26.32,2350.92,5,Compost
5.49,21,16,49,20,2885.3,6,Urea
8.39,29,88,108,25.69,2935.5,4,Urea
6.09,110,81,49,13.42,802.7,1,Urea
5.47,95,57,21,12.3,2598.13,0,MOP
4.8,27,50,101,23.25,599.69,5,Urea
6.37,108,71,39,38.45,831.3,5,MOP
6.09,66,75,49,12.49,1802.86,2,Compost
8.47,27,45,112,15.98,2450.29,4,Urea
6.08,49,59,31,18.18,2816.68,2,Urea
6.35,97,86,24,14.42,635.84,4,MOP
7.45,83,49,102,30.25,445.1,0,NPK
5.01,49,66,63,19.52,2810.72,5,Urea
5.62,50,81,93,33.6,2903.03,3,Urea
5.14,109,47,98,36.25,2369.68,1,Compost
5.02,147,84,33,14.52,2632,4,MOP
6.32,130,48,89,22.13,832.33,2,NPK
6.62,135,76,34,22.47,911.33,3,MOP
5.09,31,34,55,30.54,1239.86,5,Urea
6.83,85,55,10,36.26,2067.15,3,MOP
4.89,117,59,59,19.98,482.87,4,Compost
5.64,88,53,42,16.24,2509.67,0,Urea
7.98,24,19,80,12.26,2503.49,5,Urea
4.79,82,82,111,16.43,532,1,Compost
8,23,11,118,14.18,770.89,6,Urea
5.74,159,83,37,25.28,2845.77,5,MOP
5.72,74,78,97,39.5,2107.05,1,MOP
7.4,78,78,53,30.95,1947.6,6,Urea
7.18,154,82,105,26.62,791.64,6,NPK
5.53,144,53,76,31.66,857.6,5,NPK
6.34,30,15,15,19.34,1666.34,3,Urea
5.74,69,55,54,15.47,1961.11,4,NPK
4.77,153,85,49,13.39,1755.62,6,Compost
5.88,101,48,55,20.66,887.58,5,MOP
6.44,47,82,46,39.8,1115.74,1,Urea
7.12,52,50,77,10.68,1237.37,3,Urea
4.91,30,68,74,10.84,2939.81,4,Urea
5.51,47,78,106,30,833.78,0,Urea
8.18,66,51,37,30.1,1360.66,0,MOP
7.18,93,68,50,37.08,1060.43,1,Compost
4.55,91,44,92,12.73,680.58,1,Compost
5.32,156,50,106,21.29,1038.54,1,Compost
7.23,102,76,24,36.68,1570.09,1,MOP
7.56,133,74,118,33.93,1968.52,0,MOP
7.86,27,28,96,17,1927.25,6,Urea
5.67,88,88,102,36.7,2363.49,5,NPK
6.89,57,42,75,24.92,2138.19,5,Urea
4.99,159,89,86,31.39,781.01,2,Compost
7.75,118,79,21,35.26,2234.94,3,MOP
6.97,63,51,22,11.64,2153.42,2,MOP
6.01,141,45,38,33.41,1842.36,4,MOP
4.65,103,66,103,29.58,2906.7,1,Compost
5.42,103,87,94,22.5,2657.3,0,Compost
5.06,65,58,59,26.06,1687.18,0,Compost
7.72,59,44,26,25.25,2045.86,5,Urea
8.2,34,25,92,29.4,1484.24,3,Urea
6.29,138,42,16,13.83,857.82,5,MOP
5.19,40,60,45,26.29,816.31,5,Urea
4.69,40,70,49,20.94,2916.03,3,Urea
5.49,79,88,10,16.2,2902.16,5,MOP
5.07,125,68,51,29.44,2823.5,4,Compost
6.73,84,81,45,21.6,1644.78,6,NPK
4.64,45,80,97,13.13,1395.28,1,Urea
5.23,106,64,10,26.29,1424.7,3,MOP
7.55,139,55,20,33.72,2490.11,6,MOP
6.22,55,38,15,23.07,1748.26,6,Urea
7.95,53,67,60,26.92,1776.95,1,Urea
4.87,52,52,90,20.04,1979.83,6,Urea
5.45,42,78,105,14.01,200.78,3,Urea
8.17,144,79,29,37.41,433.38,1,MOP
6.63,47,87,56,14.63,1692.74,4,Urea
7.51,78,45,51,18.95,413.65,2,Urea
7.33,62,60,44,30.57,578.38,2,NPK
4.82,32,87,34,39.39,2641.4,2,Urea
6.11,158,56,12,16.47,788.54,6,MOP
4.64,109,62,59,36.68,1960.18,0,Compost
7.58,110,76,77,11.32,629.77,6,Compost
7.39,105,40,38,18.39,304.59,4,MOP
8.36,32,76,40,19.08,1896.77,5,Urea
8.22,26,64,105,18.32,383.14,3,Urea
7.55,61,75,33,22.76,630.83,3,MOP
5.32,32,18,39,32.75,263.74,4,Urea
6.68,31,38,28,18.03,1998.38,2,Urea
7.56,57,44,45,18.96,588.71,1,Urea
8.08,22,44,15,27.96,2499.3,2,Urea
7.66,81,59,11,15.38,1828.94,2,MOP
5.28,56,39,112,24.2,1522.92,5,Urea
6.9,43,24,28,17.53,1489.14,3,Urea
5.3,83,84,27,31.21,219.4,6,MOP
4.95,37,66,114,17.49,256.7,2,Urea
5.53,77,77,55,14.63,2267.13,0,NPK
5.64,142,67,65,11.6,742.59,1,NPK
6.02,72,78,63,20.91,1621.26,1,NPK
4.54,46,46,65,16.22,1244.22,2,Urea
4.98,55,77,110,30.4,2436.5,5,Urea
4.81,125,45,32,37.22,1114.87,2,MOP
5.26,130,44,29,17.31,2622.26,0,MOP
5.94,33,17,13,35.55,774.65,3,Urea
7.95,22,82,111,27.17,1669.31,6,Urea
6.2,53,37,78,13.25,2652.17,4,Urea
8.16,67,69,15,26.48,515.01,3,MOP
6.49,91,63,72,19.24,2220.02,2,Compost
6.1,124,53,99,32.11,826.44,3,Compost
7.5,54,19,10,12.33,686.1,4,Urea
4.86,128,56,88,24.35,1608.02,1,Compost
7.11,128,40,89,32.03,1889.51,3,Urea
6.45,52,38,96,31.14,743.9,5,Urea
6.05,58,11,63,16.98,360.71,6,Urea
6.5,57,86,52,25.62,2112.04,6,Urea
8.43,92,65,14,39.54,2848.21,1,MOP
7.59,145,54,45,35.04,810.13,1,NPK
5.56,84,56,119,25.9,1654.67,5,NPK
4.58,121,88,32,12.16,653.98,4,MOP
5.1,78,85,56,34.92,230.72,0,Compost
5.6,70,67,46,29.66,1834,4,Compost
5.37,55,69,44,25.95,840.12,1,Urea
5.89,121,89,25,36.69,283.83,0,MOP
4.56,147,76,20,23.95,470.66,4,MOP
4.76,32,61,60,19.99,1296.48,0,Urea
7.76,159,76,84,16.52,1918.35,0,NPK
5.04,109,74,21,29.78,2092.34,0,MOP
4.6,155,61,16,26.87,396.37,5,MOP
4.79,79,77,55,24.52,1210.18,0,Compost
5.26,43,64,105,34.48,1812.85,6,Urea
5.85,36,12,31,22.31,2329.16,3,Urea
6.04,50,70,69,23.67,934.72,5,Urea
7.19,120,46,114,30.88,2406.79,2,NPK
6.85,47,60,94,16.44,1369.3,2,Urea
5.39,51,51,71,11.32,513.21,4,Urea
7.89,26,82,101,23.17,2749.77,2,Urea
6.47,33,84,105,36.84,2108.58,0,Urea
6.12,89,54,58,27.16,2033.74,3,MOP
8.44,49,33,24,16.25,545.9,4,Urea
7.58,31,40,42,23.92,1716.54,5,Urea
8.36,22,32,105,24.42,1974.16,3,Urea
6.56,86,62,55,17.05,931.41,4,Compost
6.39,105,51,107,14.91,1966.52,4,NPK
7.52,134,45,80,20.51,1787.01,5,MOP
8.02,127,43,22,11.17,260.44,5,MOP
5.8,23,80,48,31.94,1694.78,1,Urea
7.69,39,34,59,29.47,1836.23,5,Urea
5.89,113,63,115,35.17,447.91,4,NPK
8.23,50,61,13,29.63,2162.57,5,Urea
5.08,47,22,103,13.72,1569.01,5,Urea
7.03,92,75,101,14.89,1137.05,1,NPK
6.87,78,65,30,18.75,2780.43,5,MOP
4.98,158,56,21,30.12,2499.58,1,MOP
5.8,68,86,86,17.74,319.82,5,NPK
6.75,137,74,59,23.93,2156.16,0,Urea
5.25,36,75,22,34.77,681.98,0,Urea
7.7,145,77,61,36.75,246.7,2,NPK
5.25,125,85,91,37.32,1987.06,1,Compost
6.32,109,42,110,30.52,2320.87,0,NPK
7.49,103,47,89,28.56,698.81,6,Urea
5.63,61,52,30,17.43,786.18,6,MOP
6.66,61,52,19,10.52,1774.63,0,MOP
6.07,116,80,101,14.61,217.22,5,Compost
8.38,27,41,20,28.69,446.53,5,Urea
6.75,89,45,100,20.43,1484.9,6,NPK
7.26,130,86,12,15.22,1486.23,1,MOP
7.3,24,20,41,10.46,1971.37,3,Urea
5.66,83,88,94,33.52,2824.73,1,MOP
5.71,54,54,11,16.11,988.14,0,Urea
7.63,79,45,83,19.22,2758.57,2,NPK
6.75,119,43,27,28.47,2737.49,2,MOP
5.5,58,41,16,26.92,713.18,5,Urea
4.94,153,76,38,39.11,2573.89,6,MOP
6.91,138,66,55,13.22,2308.99,5,NPK
5.25,37,38,65,26.59,1986.41,6,Urea
5.63,20,82,22,29.77,316.47,5,Urea
5.79,36,30,76,36.91,2592.16,4,Urea
5.91,140,80,81,23.25,987.16,2,Urea
4.75,133,56,59,22.81,358.64,6,Compost
8.44,153,41,13,10.78,2108.47,6,MOP
7.08,143,67,33,29.81,528.18,6,MOP
7.2,75,50,28,35.89,332.6,2,MOP
4.96,50,75,91,18.33,2991.08,3,Urea
4.62,80,55,98,38.22,464.69,1,Compost
6.16,157,57,16,27.34,1576.29,0,MOP
7.32,42,89,28,30.24,671.32,3,Urea
5.76,112,56,54,27.26,439.28,6,Compost
4.74,77,86,29,32.18,2659.55,4,MOP
5.9,31,21,98,35.9,237.05,3,Urea
7.32,123,79,11,31.76,516.37,1,MOP
6.65,111,85,102,32.3,2517.3,2,Urea
6.38,54,84,46,22.4,2157.1,5,Urea
7.05,130,40,51,37.98,2927.12,0,Urea
5.06,83,64,94,33.6,2223.28,4,Compost
5.13,37,13,106,23.94,2878.25,4,Urea
6.14,23,87,95,20.78,590.18,6,Urea
5.18,26,43,104,20.46,2566.06,6,Urea
7.53,94,57,62,17.89,2486.91,0,NPK
7.83,74,79,20,13.81,1989.6,2,MOP
6.93,46,33,114,25.43,1679.23,2,Urea
4.93,135,55,25,15.47,1338.51,3,MOP
4.87,42,45,22,26.85,1383.57,5,Urea
7.35,45,60,47,35.41,2527.24,3,Urea
4.78,25,41,22,26.18,2683.45,3,Urea
6.49,140,41,24,37.34,1271.67,6,MOP
5.74,27,18,25,20.45,2798.64,3,Urea
7.98,59,67,50,36.22,1349.61,1,Urea
5.18,103,45,59,27.55,2630.6,1,Compost
4.62,150,50,78,33.69,2195.49,6,Compost
8.01,36,53,36,36.19,2704.77,2,Urea
4.81,95,46,23,33.45,2725.93,6,MOP
4.88,45,44,32,32.19,1113,3,Urea
5.76,46,58,116,36.34,1840.76,6,Urea
8,43,68,31,10.31,1112.23,1,Urea
6.23,105,48,34,35.93,278,1,MOP
8.38,51,87,63,10.07,2437.41,6,Urea
5.68,48,74,58,37.41,2129.68,5,Urea
7.75,152,63,12,24.62,1485.48,0,MOP
4.9,147,52,34,17.73,1079.16,3,MOP
4.78,108,59,77,32.69,1362.01,0,Compost
5.11,61,55,66,24.2,2907.29,1,Compost
7.56,29,72,24,37,330.95,0,Urea
7.4,45,58,76,31.32,1134.62,0,Urea
6.76,95,40,20,14.17,754.33,6,MOP
6.37,58,72,101,17.52,1321.41,1,Urea
7.57,142,49,27,20.32,743.99,4,MOP
7.75,95,60,62,36.83,2517.98,1,MOP
6.33,37,40,88,32.55,2101.88,3,Urea
8.2,21,54,81,25.67,1345.09,5,Urea
4.6,52,56,49,25.12,2994.43,4,Urea
5.61,92,56,111,20.03,2460.97,3,NPK
6.06,41,54,22,17.64,1165.86,3,Urea
4.98,36,40,112,39.43,889.71,5,Urea
4.82,150,61,56,20.72,2500.18,4,Compost
5.13,51,13,83,34.2,1779.19,1,Urea
5.5,52,55,117,12.14,1948.36,6,Urea
6.45,29,38,103,12.69,1494.35,4,Urea
7.31,24,58,14,30.58,800.51,3,Urea
6.57,92,77,14,35.87,1155.33,3,MOP
6.59,71,68,21,32.67,2755.56,5,MOP
6.66,27,46,44,34.46,1809.62,4,Urea
6.57,117,87,94,36.12,329.37,3,Compost
4.54,49,61,35,33.51,2339.62,4,Urea
4.51,93,87,10,25.81,2349.45,6,MOP
5.32,81,85,104,17.34,1271.39,1,Compost
8.08,48,47,118,15.15,1110.77,3,Urea
5.59,153,51,11,31.27,2666.14,0,MOP
5.2,87,66,11,19.44,2281.59,4,MOP
7.72,36,17,39,35.28,831.76,1,Urea
6.23,107,62,71,22.51,1404.69,6,MOP
7.53,81,89,10,19.75,1661.31,3,MOP
4.89,117,85,110,37.71,1168.81,3,Compost
7.51,46,30,72,20.73,1033.51,4,Urea
6.2,152,60,93,20.77,504.38,5,Compost
8.48,59,16,68,22.73,1476.8,2,Urea
4.89,156,70,63,35.45,674.69,1,Compost
7.92,32,63,78,35.48,1406.67,6,Urea
6.42,63,50,64,27.75,1839.2,2,MOP
5.11,59,46,115,16.42,2664.08,6,Urea
4.83,90,70,74,19.05,2154.81,1,Compost
6.23,125,68,18,30.58,2411.69,5,MOP
6.39,42,81,60,12.73,2910.77,1,Urea
7.42,63,53,25,10.03,954.84,5,MOP
5.34,101,65,62,28.27,2584.54,4,Compost
8.3,31,57,79,37.04,2884.26,3,Urea
4.74,113,83,71,15.71,2177.69,2,Compost
5.72,100,85,46,37.49,2675.76,4,NPK
6.5,139,65,70,31.12,1005.14,3,NPK
6.19,120,65,66,14.06,737.22,1,NPK
5.19,132,55,54,21.46,1423.49,3,Compost
5.93,46,66,85,32.68,2859.66,0,Urea
5.27,37,54,97,29.94,369.31,1,Urea
5.32,83,89,26,14.67,1439.03,1,MOP
5.25,28,51,11,11.87,2134.24,2,Urea
6.46,137,71,104,30.45,2023.56,3,NPK
6.78,44,23,63,11.78,954.9,5,Urea
7.05,148,50,38,17.57,2516.84,6,MOP
7.17,37,72,117,15.33,896.72,4,Urea
7.26,98,68,49,38.88,1464.68,6,NPK
4.78,41,56,20,16.4,1637.16,5,Urea
5.37,57,34,14,28.33,2770.71,3,Urea
7.62,68,45,59,24.69,408.33,4,NPK
7.52,124,43,18,25.01,1033.13,1,MOP
7.75,76,59,50,25.76,2011.71,6,Compost
4.52,33,37,19,24.92,785.54,4,Urea
6.5,102,71,62,26.85,494.24,1,Compost
7.32,27,83,109,21.8,1740.9,4,Urea
5.12,42,53,58,14.38,1121.32,4,Urea
7.1,63,41,35,29.94,2517.67,2,MOP
5.23,22,63,76,35.23,1845.45,4,Urea
5.08,20,76,103,39.35,832.67,4,Urea
5.24,40,84,48,11.88,2733.62,4,Urea
